"newsgroup","id","post_txt"
"talk.politics.guns",54668,"In a previous article, gs26@prism.gatech.EDU (Glenn R. Stone) says:      I HEARTILY agree.  Now that the BATF warrant has been       unsealed, it is CLEAR that Clinton and Reno supported an      ILLEGAL raid.  Did they not KNOW this?      NO authority for a 'no-knock"" raid      NO authority to use helicopters.      NO authority to search for a ""drug lab""     And, apparently, not even any authority to search for ""automatic     weapons"".      51 days of GOVERNMENT LIES."
"talk.politics.guns",54672,"  Minor quibble:  The assualt (and it was one) began near dawn.  The fire did not break out for several hours.  I find it highly unlikely that the BD would be cooking lunch while armored vehicles punch holes in their house and are pumping in tear gas.  The lantern story makes more sense, except the fire  seemed to spread too quickly, even given the nature of the buildings and the very high winds.  And it was daylight, but I guess in the innner recesses it could be dark--shutters probably closed as well.   Which puts us back to the FBI did it, or the BD did it, or some other screw- up occured, which is quite possible.   The problem with the FBI as a monolithic entity doing it is that it requires *everybody* involved to keep their mouths shut.  While they tended to behave  like total idiots, that does not make them homocidal maniacs, either.  And if it was one nutcase agent, then it serves no purpose to blame the whole agency.   I can believe that a real nut-case like a Koresh would start such a fire, but I'm far from convinced he actually did so.   Then again, I rarely go off making blanket condemnations and pronouncments within 2 hours of a very confusing incident over 175 miles away... semper fi, Jammer Jim Miller  Texas A&M University '89 and '91  I don't speak for UH, which is too bad, because they could use the help.      ""Become one with the Student Billing System. *BE* the Student Billing System.""  ""Power finds its way to those who take a stand.  Stand up, Ordinary Man.""           ---Rik Emmet, Gil Moore, Mike Levine: Triumph 		              "
"talk.politics.guns",54674,"Jason Kratz writing: JK>If they had rocket launchers and such (as the press and gov claims) why JK>shouldn't they have done something?  What possible use would a religious cult JK>have for a rocket launcher?  Also, is child abuse covered by the Bill of JK>Rights? This is taken a little out of context and I'm not flaming Jason...it's just that this was the proverbial straw.... I grow a little weary of the allegations (here, the media, people on the street) that the BD's had all these ""horrible illegal weapons and other paraphenalia of destruction capable of blowing tanks 50 feet into the air..."" and then, without missing a beat, discuss how the BD's willfully commited mass suicide, or killed their own less fanatical and *then* commited mass suicide, etc., etc. If the BD's had all these things and intended to ""blow up their abode, blow up Waco, blow up the entire country, or whatever suits your fancy, what happened to all the violence they were supposed to unleash? Why wouldn't they have ""gone out in the proverbial blaze of glory"" and ""come out shooting"" with an attitude of ""let's take as many of those dogs as possible with us""? Instead, they seemed to have preferred death to whatever they thought was in store for them at the government's hands. It's totally immaterial whether they were all crazy, all fanatics, all followers of the antichrist, haters of the government, practicers of weird lifestyles, or whatever...they must have felt that they were being pressured into renouncing their beliefs, however how strange or lunatic those beliefs might appear to ""you and me"". There is much precedent for such devotion to cause. My conclusion at this point is that the ""authorities"" seriously misread their danger to society (else why did the BD's not do as suggested above) and/or chose this incident to make some heinous point or satisfy some internal agenda, up to and including AG J. Renbo using this as an opportunity to assert her manhood. Some people really do believe it is better to die than be subjected to what they perceive as the godless government. When I force myself to not judge others by my own personal standards and beliefs, I can almost admire their stand. I surely believe in the Constitution but I don't know that I have such strength of conviction as evidenced by the BD's."
"talk.politics.guns",54675,"Chemical weapons are not concidered a *very* effectiv weapon against millitary forces. On civillians on the other hand.... That's one GOOD reason for banning it. You need VAST amounts of chemicals to be affective, so the best reason to have/use it is price. (that's why it's called The Poor Mans A-bomb) Any thoughts on Bio-weapons ??	 If this discusion is about civillians having chem-weapons; What should they use them on?? Rob a bank ?? 	This is not a .signature. 	It's merely a computergenerated text to waste bandwith 	and to bring down the evil Internet.                         Thomas Parsli                         thomasp@ifi.uio.no"
"talk.politics.guns",54676,"The letter implies that both warrants were issued before the Feb 28th shootout but doesn't say so exlicitly.  ACK!     don"
"talk.politics.guns",54677,"  Currently, there is a bill before the Texas legislature that would make it legal for some ordinary folks to carry concealed weapons.  I don't have the details, sorry. semper fi, Jammer Jim Miller  Texas A&M University '89 and '91  I don't speak for UH, which is too bad, because they could use the help.      ""Become one with the Student Billing System. *BE* the Student Billing System.""  ""Power finds its way to those who take a stand.  Stand up, Ordinary Man.""           ---Rik Emmet, Gil Moore, Mike Levine: Triumph 		              "
"talk.politics.guns",54681,"Why don't you call the City and ask? Oak Park also has an illegal handgun ban as well, but does allow those with a ""collectors FFL"" to possess (""collectible?"") handguns. Probably a fine in practical terms. It wouldn't impede your defense at all. There was an actual incident in Oak Park where a gas station owner engaged in a shootout with a handgun; the grand jury decided not to presecute. On the other hand, a black man used an illegally owned handgun in Oak Park to defend himself, and the Village tried to make an example out of him. An NRA Director who lived there made a stink about this, and it was decided not to charge the guy. Of course, pissing off anti-gun police thugs has it's own drawbacks, like when the Oak Park Police Chief came to his house, and told him: ""this is stepping over the line; this could get dangerous for you."" Whereupon the few black Oak Park police officers watched over his house to ensure that the white anti-gun police chief and his anti-gun cronies wouldn't f*ck with him, his home or family. L.V. Cipriani states that the ""Any other weapon"" category is allowed, but the exact relationship between an Ithaca Auto-burgular, which I believe is in the ""Any other weapon"" category and a chopped barrel H&K HK-94 (Class 3 for sure) is not clear to me... In your dreams, buddy. As long as Democrats reign in Chicago, Illinois residents will always be disarmed and helpless in the streets. Politicians get around this by provisions in the law that allow them to carry concealed weapons. Voters in Chicago are too stupid to vote these a**holes out of office; because the Dems are always in power, the Illinois  Supreme Court is always tilted to the Democratic Party's views on guns. [All candidates supported by political consultant David Axelrod are anti-gun, which explains anti-RKBA Crook County States Attorney  Jack(ass) O'Malley being a so-called ""Republican.""] Get rid of the Chicago Democrats, get rid of their members on the IL Judiciary, and you got a fighting chance of a preemption law and a CCW law..."
"talk.politics.guns",54684,"Try the firearms archive.  Larry Cipriani's instructions follow.  By the way, thanks for the archive Larry.. This year is the 103rd congress directory."
"talk.politics.guns",54686,"On the subject of CS/CN/tear gas: when I received my initial introduction to tear gas, the first thing that came to mind was the location of the exit.  If there had been anything in the way, corners to negotiate, doors to open, or  any other obstacles to movement, I would have had a difficult time exiting the chamber.  And any concentration of tear gas is hazardous to individuals with respiratory problems, and the wearing of soft contact lenses in a tear gas  contaminated area is considered a REAL BAD IDEA.  So hoping the BD's would peaceably come strolling out the door after being gassed is a bit unrealistic. If they could have found the door, having them staggering out retching wouldn't be too far fetched.  Throw in the factor of 50-51 days of being under siege and subject to psychological warfare, and all bets on functional abilities are off. Anybody tried to get Amnesty International to jump in on this one?"
"talk.politics.guns",54690,"Unfortunately, elections can, and are, bought.  Promise the voters money, and they will vote for you. Same here.  Convicted felons may not legally purchase firearms. That you know of. While I lived in the DBR, a gang robbed a joint US Army/Bundewehr armoury and got several hundred M-16s, ammunition, handguns and some explosives.  When I left two years later, there were no clues. Who uses them is the problem.  Crime, in the U.S., is ""no big deal"" if you are the criminal.  How about 5 years for murder.  Credit for time served (in jail, waiting for trial) and you are out in 12 months, worst case.  If we would put criminals, especially violent ones, in the slam for true sentences, crime would drop.  Instead, we reward them for being good and let them out early, very early. Serbs, Croats and Muslims have been killing each other almost since before the invention of guns.  Old women are throwing stones at UN trucks.  This is a hatred that goes beyond reason. Yes, the problem is the user.  Question back (since you are one of the rational ones):  If all gun crime were to stop, would you support dropping all gun controls? They did not believe, from experience, that the ""police"" (including National Guard) could/would protect them.  Unless you want to argue that a human being does not have a right to protect him/herself, they did the right thing.  What would you suggest as a defense against a mob throwing bottles and rocks, and also likely armed with stolen firearms? Criminals would move to Scandinavia??? :-)  The average criminal would look for a less hazardous job, and the rest would likely be buried at county expense. Personally, I criticize the fools who send money to the IRA to ""make Ireland free"".  Of course, this is the last thing the IRA wants, because they lose power if England pulls out.  But that's for another group. The U.S. has roughly 20 times the major sporting events as the U.K..  How many riots did we have at sporting events last year (off the playing field)?  Hooligan is a word never used when reffering to sports fans here.  I guess that's where the different cultures thing comes in. Yes.  The question is, is the problem one of too many guns (mostly from the army) or not enough (nonSerbians can not defend themselves. But disarming responsible gun owners is not the solution.  Yet, that is exactly what HCI is proposing."
"talk.politics.guns",54693,"]Ever hear about cutting off the electricity? That was done. ]How effective is an electric stove then? Didn't the Branch Davidans have an emergency generator? Oh well, I don't think Brent thought of that anyway."
"talk.politics.guns",54694,"If I recall correctly, the bill would provide for concealed carry if the person takes a 15-hr DPS safety course in firearms and pays a $150 fee for the license.  The bill is apparently veto-proof in the House, but LtGov Bullock has said it will never come to the floor of the Senate and Dreamboat Annie has vowed to veto it if it comes to her desk.  *shrug* aaron arc@cco.caltech.edu"
"talk.politics.guns",54695,"The Wall Street Journal had an article on how the police were whining about all the new guns; excuse me, but police are EMPLOYEES of the government. Rather like having your janitor complain about job conditions. I say Californians should form armed block clubs that would engage in coordinated strategies should BATF attempt to disarm them based on the ""nefarious tipster"" theory of law enforcement. Unlike Waco,  Californians should be able to destroy armored vehicles in city streets with incendiary weapons, acetylene after slowing them down with abandoned car blockades. M-1 Garands should easily outclass BATF shock troops with their H&K MP-5 SMGs, and there should be enough Sony Walkmans and Boom Boxes to overwhelm any FBI psy-war operation... yes, a good time would be had by all. Billary Clinton would get what he wanted, a War on Gunowners, the BATF would attempt to show the anti-gun press they they really, REALLY were in charge with a 500-man ""Charge of the Light Brigade,"" and the FBI would attempt  to show how _THEY_ really were in charge by asking the Californian  National Guard to level the area with artillary!"
"talk.politics.guns",54702,"Having read the posted long article by JPFO, I have some observations: 1.  This article does NOT claim that the GCA of 1968 is a ""verbatim  translation"" of a Nazi law.  What it says is that in another place -- the book they're talking about -- they compare the two things section by section.  The implication is that the similarities are devastating. In the next sentence, they talk about how in that book they reproduce  the German text of the Nazi law, together with its translation.  Not  surprisingly, a reader could easily conflate these two things into a  single idea:  that the American GCA is a literal translation of the Nazi law; and sure enough, that's what the whole thing has mutated into,  urban-folklore style. 2.  The article goes to great pains to establish that Senator Dodd had a  copy of the Nazi law, either from his time on the Nurnberg prosecution  team or later.  This fact is considered highly incriminating, but I don't  understand why.  The author repeats several times that he is simply unable  to imagine how anyone could come into possession of the original text; and  yet in a paragraph towards the end, he explains it perfectly: ""If Dodd got his copy of the original German text of the Nazi Weapons Law during his time at Nurnberg, it likely was part of a collection of documents, for example, issues of the Reichsgesetzblatt [the German law registry]."" Bingo.  Exactly.   Dodd had a *book*, with a series of Nazi laws in it, including the one under discussion.  All of the stuff about ""Why would a U.S. congressman have a copy of a Nazi law?"" melts away, by the author's admission.  He then continues:  ""But if he acquired the original German text of the  Nazi Weapons Law after his service at Nurnberg, he must have done so  for a very specific reason...""  But there's absolutely no reason to  think that this is the case.  In fact, as a ""senior member of the U.S.  team that helped to prosecute Nazi war criminals"", it seems to me that he would have *had* to have a copy.  All arguments about whether  the Nazi Weapon Law is really of historical interest (as it obviously is, certainly according to the author here), or whether Dodd personally prosecuted the Interior Minister who signed it, can be put aside as red  herrings. 3.  Having established that Dodd owned a copy of the original German text, the JPFO article then tries to draw sinister implications from the fact that he  asked to have it translated.  The problem is, in the context of the charge  levelled at Dodd, these two things work *against* each other.  People ask  to have things translated when they *don't know what they mean*.  If Dodd  took it upon himself to preserve the Nazi law with idea of someday introducing  it into American law, surely by 1968 he would have know what it *meant*,  wouldn't he?     Anyway, this precise charge -- the main one that I questioned in an earlier posting -- is just silly.  Why would Dodd need the exact translation for this purpose?  Is the idea that the gun controllers, despite being presumably bent on disarming the populace with the goal of eventually destroying all civil liberties, needed a crib sheet?  Didn't they have any idea how to do it on their own?     Once again, the author provides a perfectly acceptable answer to his own question: ""Dodd may have offered his copy of the Nazi Weapons Law to show that the specific proposal did not resemble anything in the  Nazi law.""  In fact, since the law and its translation *were* entered into the Congressional Record, under the heading of documents ""concerning the history of Nazism and gun confiscation"", Dodd's motivation isn't a  mystery:  he asked for the translation in order to put it in the CR. 4.  Even this article makes it clear that the part of the Nazi law that was added *by* the Nazi regime is only a small part of that law.   Registration of guns, for instance, was begun in 1928, and thus NOT a ""Nazi-inspired"" idea.  The parts of the Nazi law that parallel the  1968 GCA include handgun control of some sort, and the identification  of certain weapons as sporting weapons.  The JPFO then goes on to list  other parts of the Nazi law, forbidding ownership of weapons by Jews; of course, there are no such provisions in the American GCA.  Nevertheless, in a rhetorical move guaranteed to muddy the waters, immediately after the  discussion of the anti-Jewish parts of the law, the JPFO article continues,  ""Given the parallels between the Nazi Weapons Law and the GCA'68..."" -- so  as to get maximum emotional mileage out of that aspect of the law."
"talk.politics.guns",54703,"First of all let's assume that you are right that fewer guns would make it  in to the country, that sounds great (to those that see guns as inherently evil) except then every one  of those guns would be in the hands  of someone who obviously couldn't care less about following the law, after all they  got the gun illegally, so is more likely to commit a crime with that gun. Great then everyone with a gun is likely to use it in a crime, nice system. Now  as to reducing the number of guns  coming into society by making it  illegal to manufacture, sell, or import them in this coutry,  let me use a parallel for empiric evidence.  The amount of cocaine in this country is far less since its manufacture, sale, and importation was out lawwed.    If that last statement is true then perhaps we should consider your plan.  This  could also apply to drugs in general. PLAIN OLD  JOE"
"talk.politics.guns",54706,"The U.S. Government's campaign of persecution and genocide against the Branch Davidians was a resounding success. Heil Clinton!  Heil Reno!  The Gestapo is alive and well and living in Washington, D.C."
"talk.politics.guns",54707,"What interpretations?  Just read it as it's written.    ""A well-regulated militia, being necessary to the security of a free state, the right of the people, to keep and bear arms, shall not be infringed."" Where does it say ""The right of the people to be members of a militia shall not be infringed"" or ""The right of the militia to keep and bear arms shall not be infringed?""  NOWHERE. ""Well-educated businessmen being necessary to the ability of the nation to compete in the international marketplace, the right of the people to attend schools shall not be infringed."" Would you ""interpret"" this to mean that only businessmen should have a protected right to attend schools?  Why or why not?   -joe"
"talk.politics.guns",54708,"Good! Not very.  Thanks to the filibuster in the Senate, things are backing up.  The House judiciary  is going to start looking at our friends from the ATF, so that bill will be held up a little, too.  NOTE: Things can change quickly. I thought there was a correction process in both bills for both parts. Very correct. Welcome to the world of ""the privileged"". How about no compulsion to allow purchase if there is no evidence against? It is already illegal to do this. This is the ""health"" card.  Or so some ""paranoids"" claim.  I say that just because you're paranoid doesn't mean they're not out to get you.   :-) 1/2"
"talk.politics.guns",54718,"The only folks claiming this are the ATF/FBI who have an interest in putting the blame on the BD's. Wake up. Right and proper? How? It was FUBAR from day 1. From all independent sources. Yes.  It would have hurt nothing to wait and the result could hardly have been worse. Sure, it you want to someone you claim is a dangerous paranoid even more paranoid. And what makes you think that ""waffle boy"" didn't tell her to take the wrap. It was job preservation not ""balls""."
"talk.politics.guns",54719,"National Rifle Association 1600 Rhode Island Ave. NW Washington, DC 20036-3268 1-800-368-5714 (membership)"
"talk.politics.guns",54720," I'm writting letters to my Congresscritters and was wondering if  there is any reason(s) why I should NOT support the following  Bills, other than the previous comments about S.458.  Just checking  before I mail the letter to make sure I don't support something  that I really shouldn't.  I strongly SUPPORT the following laws currently being considered in Congress  as they would either have a positive effect towards reducing crime, or re-  enforce our Constitutional right under the 2nd amendment.  * S. 441 (Campbell)	To amend title 18, United States Code, to provide a 			mandatory minimum sentence for the unlawful possession 			of a firearm by a convicted felon, a fugitive from 			justice, a person who is addicted to, or an unlawful 			user of, a controlled substance, or a transferor or 			receiver of a stolen firearm, to increase the general 			penalty for violation of Federal firearms laws, 			and to increase the enhanced penalties provided for the  			possession of a firearm in connection with a crime of  			violence or drug trafficking crime, and for other 			purposes.  * S.458  (Smith) 	To restore the second Amendment Rights of all Americans.  * S.488  (Specter)	To provide Federal penalties for drive-by shootings.  * S.504  (Kohl)	To amend section 924 of title 18, United States Code to 			make it a Federal crime to steal a firearm or explosives 			in interstate or foreign commerce.                                 Bill Vojak                                 vojak@icebucket.stortek.com 				NRA, ILA,                                 Colorado Firearms Coalition"
"talk.politics.guns",54721,"Well, may I point out that paranoia is an IRRATIONAL fear, without basis in reality.  As we've seen here in the US, there is nothing irrational about it.  Perhaps you folks in Finland have been down on your knees being good little boys and girls so that the former Soviet Union didn't come across the border and stomp the snot out of you for so long that you just figure everybody should be so accomodating to tyranny. If you don't like us talking about political issues involving attacks on people for owning guns, don't read talk.politics.guns. Nobody's trying to save YOU from anything, so butt out.  I couldn't care less about what somebody on the other side of the world thinks  about this. Of course, you do have a right to an opinion...  but I've always figured that opinons are like hemmorhoids.  Every asshole's got them, I just don't care about yours.  *     I remember what I was doing         *    Bad boy, whatcha gonna do    *  *  when I heard that JFK had been shot.   *        Whatcha gonna do         * *  Will you remember the Battle of Waco?  *    when they come for you...    * Ken Whitehead (kdw@odin.icd.ab.com)"
"talk.politics.guns",54722,"Could y'all PLEASE stop posting this stuff to tx.general.  tx.politics is sufficient and is where this stuff belongs.  Thanks. 	Cathy"
"talk.politics.guns",54723,"According to WNCI 97.9 FM radio this morning, Dayton, Ohio is operating a gun ""buy back"".  They are giving $50 for every functional gun turned in. They ran out of money in one day, and are now passing out $50 vouchers of some sort.  They are looking for more funds to keep operating.  Another media-event brought to you by HCI. Is there something similar pro-gun people can do ?  For example, pay $100 to anyone who lawfully protects their life with a firearm ?  Sounds a bit tacky, but hey, whatever works."
"talk.politics.guns",54724,"There are a few bills not yet in the archive, but these are the main ones we need to fight.  And thanks to David Robinson for scanning so many of them in for us! The subdirectory bills are stored in was moved from ""congress"" to ""Congress"", that is: godiva.nectar.cs.cmu.edu:/usr0/anon/pub/firearms/politics/rkba/Congress"
"talk.politics.guns",54725,"Not to mention that the G-men believed the children didn't have gas masks. But that was not, with respect to the children, the point of the gassing. The feds *knew* that the children's health would be in danger and proceeded under the assumption that the ""motherly instinct"" of the Davidian women would remove them from harm's way. I busted a gut on that one. Someone else on the net observed that the administration's appeal to a woman's ""motherly instinct"" would never wash with feminists and liberals if a republican were in the White House. I say that such an justification could *only* come from a feminist mindset.  BTW - I'd read in the paper yesterday that the type of gas used was CS2. The paper didn't provide any specifics about it. ""Guess I'm still writing..."" Malcolm Fuller, Surveying Engineering, University of New Brunswick malcolm@atlantic.cs.unb.ca or j979@jupiter.csd.unb.ca              }>:-/> ---> _____________ Malo periculosam libertatem quam quietam servitutem ____________"
"talk.politics.guns",54729,"    Actually all the liberals I've seen have deplored the burning of  children. I would far preferred that the Davidians had not set the  fire that burned themselves and their children to death, but I don't  believe that the responsibility for the fire (or the almost complete  absense of attempts to escape the blaze) can be placed at the door of  the Federal authorities.     Not so. My wife got me a convenient plastic ""drip pan"" for Christmas...     Yeah, those Nazis. You know how we liberals just love those Nazis.     Yeah, as information trickles in... funny how that works..."
"talk.politics.guns",54730,"       The ""used to kill"" is the heart of the misinformation.  It's one of those technically accurate phrasings that conveys the wrong impression. What Mr. Quiqley is more than aware of, I'm sure, is that when people read this they think violent arguments where one member of the family grabs a gun and shoots another, thereby creating a tragic situation which could easily have been avoided had the gun not been there, or a tragic accident, especially involving a child.        Unfortunately, that's not the way things stack up.  The majority of that 43 ""times"" (37 I believe) are suicides.  That is, someone  intentionally took a firearm and shot themselves intending to kill  themselves.  And why it's popular to try and blame suicides on guns, the evidence doesn't support this.  Internal studies, as well as comparative studies with other countries, indicate that cultural factors far outweigh whether a person will kill themselves or not. (Japan, for instance, has a slightly higher rate than the U.S.  There people jump off buildings.)        According to the National Crime Survey, 40% of violent crime is commited by ""non-strangers,"" which mistakenly has been generalized regarding the King County study to mean, ""Friends and family.""  That is, Mr. Quigley, and others who quote this statistic, are banking on the mental image that a ""Friend, family member, or child,"" equates to a loving relationship, and that it was cut short in a moment of anger.  Unfortunately, all too often husbands beat and kill wives, children assault parents, or vice-versa.  Most rapes are commited by  someone known to the victim, for instance.  Essentially, that a gun was used against a ""friend"" or family member doesn't mean they weren't trying to hurt the other person.  Crime is highest among poor urban families, and those are also the areas most ""at risk"" for family problems, especially violent ones.  A son in a gang may not be as loving toward his parents if they disapprove than a suburban kid might.        Finally, it hinges on the fallacy that a dead intruder is the only value of a self-defense firearm.  Using the minimum figures I worked out using the NCS I got about an 80:1 ratio between deadly self-defenses (justifiable homicides) and with-gun self-defenses. Between the FBI Uniform Crime report and the NCS there's an enormous amount of data and anybody with the calculator can crunch the numbers. As such it is incorrect to assume that a dead body is the only valid means of determining the success of such a defense, since according to the NCS (which has been considered by many to seriously under-report defenses) there were far more successful with-gun defenses than intruders killed.        Not it also confines itself to the home, where attack by a ""friend or family member"" is far, far more likely, and excludes any defense which occurs outside the home.  (I believe a large number occur in businesses.)        I have not seen the exact data for this, so I can't comment.  I will point out Canada's and Japan's suicide rate as indications that culture far more than firearm availability affect suicide rates.        There was also a comparative study between Canada (for what it's worth, considering the difficulty of comparing across cultural lines) published in the New England Journal of Medicine (I can get the exact cite if you need it) that concluded that restrictive firearm laws  would not significantly impact the over-all suicide rate."
"talk.politics.guns",54731,"Kratz comments above show otherwise. Bingo - now the question is, does the Glock's qualify?  Let's see the evidence that Kratz uses. But first an aside.  Having an air gun proves nothing.  Moreover, my comments are based on what Kratz writes.  He's free to argue that he babbles in text but actually knows something off-line. Harder than what?  I note that almost all revolvers work the same way, so it can't be ""harder than revolvers"". Sure they can.  (Moreover, we know now that Kratz' sample is unrepresentative.)  We can look at the reasoning.  It is basically ""these Glocks are dangerous because they're not like my 1911/S&W third generation.""  Part of that is true, but since those same people don't claim that revolvers, which share the relevant property, are dangerous, we see that the argument fails. Why would I care?  I'm not looking for more bogus reasoning. One can make hundreds of simple statements without having anyone ""getting right on your ass"".  One merely has to make accurate simple statements.  Then you get ""attaboy""s by mail and publically. Accuracy is a severe burden, but most of us manage it."
"talk.politics.guns",54732,"So?  Kratz was there - does that mean that he's a gang member? Even in the most gang-infested areas, most of the residents ARE NOT gang-members. How was it obvious?  Were they not trying to hit the target?  Or, does Kratz confuse ""marksmanship"" with ""trying to simulate a post""?  If so, that excludes self-defense shooting, but the rest of us understand that that exclusion would be an error.  (It excludes a lot of legit ""gun games"" as well.) Sounds like practical pistol or maybe IPSC.  It also sounds like how a self-defense shooter might well practice.  The only things that action excludes are hunting and ""like a post"" shooting.  Kratz should get out more often."
"talk.politics.guns",54733,"Actually, they won't.  What they'll tell you is that if you add up the number of suicides, murders of one drug dealer by another, legit self-defenses of a battered spouse, and so on, you'll end up with a number that is much larger than the number of self-defense killings against strangers committed in the bedroom.  (BTW - they didn't honestly count the latter either, but let's not quibble.)  They try to claim that comparison is between the costs of self-defense and the benefits, but they're wrong. This comparison doesn't measure the costs of self-defense and it doesn't measure the benefits either.  For example, the goal is not to kill the attacker, whatever your relationship to him, but to stop him. While the number of killings may be proportional to the number of stops, it isn't equal. Anyone who confuses that comparison with an honest evaluation is either lying or...."
"talk.politics.guns",54738,"       I don't think we've got a conspiracy on our hands, or anything vaugely similar.  I do think that the Feds showed a distinct lack of both intelligence and disregard for others safety throughout this whole mess.        I do think the FBI and the BATF screwed up big.  What made me really concerned was FBI director William Sessions being on CNN engaging in what could only be called spin control before the place had even cooled down.  Evertyhing had literally blown up in their faces and I felt there had to be something more important he should have been doing..."
"talk.politics.guns",54739,"Seems to me folks, that if you are so interested in acquiring CNN, just buy your $1000 worth of stock today.  It's being traded everyday.  After you own your piece, we can work on the proxy votes later.  It's probably even a good investment. Chuck Harris - WA3UQV chuck@eng.umd.edu"
"talk.politics.guns",54740,"You mean they aren't already? Could have fooled me."
"talk.politics.guns",54741,"       How about ""firearm related.""        Texas is unusual in this regard.  It would be nice to reduce them both, though.        As Texas doesn't appear to have an murder rate that much higher than the national average, I would expect it is a result of a much higher suicide rate.        Be nice if you didn't have to suffer at all.        Here's where we run into a problem.  I am perfectly willing to have government regulation on something which is likely to cause others harm.  What we're discussing, though, is the extreme regulation of a large group in order to target a small group, and I don't think that's appropriate.          Does this, then, justify anything?  At some point you have to draw a line (at least to my way of thinking) where the government must have something a little more substantial than a set of percentages with which to punish an individual.         Where do *you* draw the line?  Or is there one?         Virginia.  It passed.         Does it?         Cute analogy.          The U.S. doesn't treat drunk driving like a serious crime.  However, we also don't confiscate cars of people who drink.  We also don't confiscate *all* cars because some people drink and drive.  It's the core of the legal system that in order to punish an individual (and I'd call property confiscation a punishment) you must have evidence against that individual. That is, it isn't enough to show that the majority of people convicted of murder are white  in order to convict a particular white guy of murder.         Huh?"
"talk.politics.guns",54744,"	Sorry, I missed all this!  Can you please give an update on 	the warrant?  I hadn't heard that it was unsealed.  There 	was no authority for a ""no-knock?""  This is news.  How about 	an OK for a wiretap? 	Please summarize!"
"talk.politics.guns",54747,"Liberals and supporters of Clinton say that costs made the action  necessary."
"talk.politics.guns",54771,"Well the attorneys of the Davidians reported on Larry King that the tanks had actually damaged the structure to the extent that effectuating egress from the building was difficult at best. With a rapidly spreading fire and large amounts of smoke and tear gas, finding the right exits, or acceptible holes in the walls were nearly impossible.  I find this explanation to be completely  plausible.  Doesn't mean that it's true, but I don't find it intrinsically less believable than the government stories. I concur. Indeed.  According to the lawyers, the Davidian survivors say that lanterns were knocked over during the ""probing"" and that's how the fire started.  A tragic accident, if true. See above.  This one is going to be thoroughly investigated.  Maybe we'll eventually get some idea of what happened.  My view is that, from beginning to end, this operation was a botch and that it is completely possible that nut cases who were otherwise law-abiding citizens were victims of a bureaucratic execution."
"talk.politics.guns",54781,"Why?  If you're not a threat, you're not affected at all. Why?  I note that the available psych info says that feelings of security INCREASE.  The victimization stats say that that increase is rational. Yes, they are, but how? Nope - that doesn't happen.  Instead the switch (among those who change behaviors) to property crimes.  That's an improvement even if the economic take is unchanged.  Sure - not everyone switches, but they were killing before."
"talk.politics.guns",54782,"That's an interesting statement.  There's quite a difference between Hollywood's ""Old West"" and the real one.  Yes, there were drunks, saloons, mining camps, and thugs.  However, as McGrath showed, the thugs preyed almost exclusively on one another.  McGrath claims that this was due to the fact that no one much cared if someone who insisted on getting into a fight got his way, even if he lost, while they really did care when thugs preyed on others. We haven't figured out that those distinctions don't actually work. Machine guns have been strictly regulated since 1934.  Said regulation is both perfect (legally owned machine guns aren't ever used criminally) and a complete waste of time (the criminal use of machine guns hasn't change at all).  The result - we're now arguing about guns that LOOK like machine guns, but are no different than other guns."
"talk.politics.guns",54815,"I have also heard about HCI claiming thant anyone they  get an address from is a member.  If this is the case their membership rolls are grossly inflated and we should not call them and give them a name and address to add to their already false rolls.  Perhaps if you could get a copy of their existing membership, then pretend to be an existing member, do that several thousand times, you could hurt HCI.  But names are power.  Remeber the NRA uses the fact that it has 3 million paid members in order to flex its muscles. Perhaps politicians don't realize the lying tactics of HCI, wait a minute, HCI learned it from politicians.... Later, Josh"
"talk.politics.guns",54816,"# So the Blue PRess suggests that we bankrupt HCI by requesting information # and the concern by list members is that HCI will claim everyone that calls # as a new member.  I think they will. I also think they will claim a new # MANDATE to ban all firearms from the solar system wheter we call and ask for # information or not! # On the other hand, with due respect to the Editor of the Blue PRess, just # becaue Mike makes damned good presses, dies, powder scales, and got tired of # Lee's atacks DOES NOT MEAN THAT EVERY DILLON FAN FOLLOWS WHAT MIKE CALLS FOR # LIKE HE WAS KARESH AND WE WERE TRANSDILLIDIANS!  # Our local State Assemblyman has called for a complete ban on all non-bolt # action military rifles and all assault weapons, a 7 day wait for purchase # permits { it currently takes 10 to 14 working days here in NC } and one # permit/year. The flood of calls he got was 7 for and 3 against. Guess who # called supporting his move? Guess what ILA is doing? Right? # CHL"
"talk.politics.guns",54817,"Last I heard, HCI had something like 250K members to the NRA's 3 million. If true, and they want to play duelling mandates, well ... The Polymath (aka: Jerry Hollombe, M.A., CDP, aka: hollombe@polymath.tti.com) Head Robot Wrangler at Citicorp                      Laws define crime. 3100 Ocean Park Blvd.   (310) 450-9111, x2483       Police enforce laws. Santa Monica, CA  90405                            Citizens prevent crime."
"talk.politics.guns",54818,"Can someone post a general idea of what GCA '68 does? Thanks."
